cid,link,name,Synonyms,MOA
1123,https://pubchem.ncbi.nlm.nih.gov/compound/1123,Taurine,"taurine;2-aminoethanesulfonic acid;107-35-7;L-Taurine;tauphon;Ethanesulfonic acid, 2-amino-;2-Aminoethylsulfonic acid;O-Due;2-Sulfoethylamine;taufon;Aminoethanesulfonic acid;aminoethylsulfonic acid;2-aminoethane-1-sulfonic acid;beta-Aminoethylsulfonic acid;Taurinum [Latin];Taurina [Spanish];FEMA No. 3813;Taurine [INN];CCRIS 4721;UNII-1EQV5MLY3D;NCI-C60606;AI3-18307;NSC32428;EINECS 203-483-8;NSC 32428;1EQV5MLY3D;2-aminoethane sulfonic acid;.beta.-Aminoethylsulfonic acid;1-Aminoethane-2-sulfonic acid;CHEBI:15891;XOAAWQZATWQOTB-UHFFFAOYSA-N;MFCD00008197;NSC-32428;Taurine, 99%;NCGC00015997-06;DSSTox_CID_1304;DSSTox_RID_76069;DSSTox_GSID_21304;Taurine Hydrochloride;2-amino-ethanesulfonic acid;Taurina;Taurinum;CAS-107-35-7;SMR000326743;SR-01000076144;Taurine [USP:INN:BAN];C2H7NO3S;Taurineold;Taukard;HSDB 8167;Aminoethylsulfonate;Taurine,(S);Taurine (TN);b-Aminoethylsulfonate;Taurine (8CI);2-Aminoethylsulfonate;2-aminoethyl sulfonate;beta-Aminoethylsulfonate;PubChem18250;Tocris-0209;2aminoethanesulfonic acid;Taurine, >=99%;b-Aminoethylsulfonic acid;2-AminoethanesulfonicAcid;Lopac-T-0625;WLN: Z2SWQ;1-Aminoethane-2-sulfonate;ACMC-2098vs;bmse000120;bmse000805;bmse000863;EC 203-483-8;2-aminoethanesulfonic acid.;Lopac0_001134;SCHEMBL23068;Taurine, >=98%, FG;KSC178O6B;MLS000859681;MLS001332383;MLS001332384;ARONIS27193;Taurine (JP17/USP/INN);Aminoethylsulfonic acid (JAN);CHEMBL239243;GTPL2379;DTXSID3021304;CTK0H8760;KS-00000ADB;Taurine, >=99.0% (T);HMS2093L13;HMS2233D19;HMS3263D09;HMS3370J18;Pharmakon1600-01505463;HY-B0351;KS-000048OD;RKL10149;ZINC3809490;Tox21_110277;Tox21_202520;Tox21_501134;ANW-15782;BDBM50357220;LS-439;NSC759150;s2008;STL197941;AKOS005208848;Tox21_110277_1;CCG-205208;CS-2397;DB01956;Ethanesulfonic acid, 2-amino- (9CI);LP01134;MCULE-6041857208;NE10562;NSC-759150;SDCCGSBI-0051101.P003;Taurine, BioUltra, >=99.5% (T);Taurine, SAJ first grade, >=98.5%;NCGC00015997-01;NCGC00015997-02;NCGC00015997-03;NCGC00015997-04;NCGC00015997-05;NCGC00015997-07;NCGC00015997-08;NCGC00015997-10;NCGC00024497-01;NCGC00024497-02;NCGC00024497-03;NCGC00024497-04;NCGC00024497-05;NCGC00260069-01;NCGC00261819-01;AS-13587;I815;NCI60_002814;SC-19115;SBI-0051101.P002;Taurine, Vetec(TM) reagent grade, >=99%;A0295;AM20080018;B1846;EU-0101134;FT-0611241;T-130;C00245;D00047;T 0625;AB00443712-07;AB00443712_09;AB00443712_10;Q207051;J-508042;SR-01000076144-1;SR-01000076144-3;SR-01000076144-5;Taurine, certified reference material, TraceCERT(R);F2191-0280;Z1317839154;Taurine, cell culture tested, meets USP testing specifications;Taurine, United States Pharmacopeia (USP) Reference Standard;Taurine, Pharmaceutical Secondary Standard; Certified Reference Material;Taurine, PharmaGrade, Ajinomoto, Manufactured under appropriate GMP controls for pharma or biopharmaceutical production, suitable for cell culture",_
9848818,https://pubchem.ncbi.nlm.nih.gov/compound/9848818,Tauroursodeoxycholic acid,"Tauroursodeoxycholic acid;14605-22-2;TUDCA;Tauroursodeoxycholate;Taurolite;Ursodeoxycholyltaurine;UNII-60EUX8MN5X;Ursodeoxy cholic acid;UR 906;60EUX8MN5X;CHEMBL272427;CHEBI:80774;Sodium tauroursodeoxycholate;N-(3alpha,7beta-dihydroxy-5beta-cholan-24-oyl)-taurine;3alpha,7beta-Dihydroxy-5beta-cholan-24-oic acid N-(2-sulfoethyl)amide;2-[(4R)-4-[(1S,2S,5R,7S,9S,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonic acid;2-{[(3alpha,5beta,7alpha,8alpha,14beta,17alpha)-3,7-Dihydroxy-24-Oxocholan-24-Yl]amino}ethanesulfonic Acid;Tauroursodiol;Tauroursodeoxycholic acid (6CI,7CI);2-(((3-alpha,5-beta,7-beta)-3,7-Dihydroxy-24-oxocholan-24-yl)amino)ethanesulfonic acid;N-(3alpha,7beta-dihydroxy-5beta-cholan-24-oyl)taurine;TUDA;N-ursodeoxycholoyltaurine;Tauroursodesoxycholic acid;SCHEMBL40764;N-(3-alpha,7-beta-dihydroxy-5-beta-cholan-24-oyl)-Taurine;GTPL4746;Tauroursodeoxycholic acid;TUDCA;EX-A730;2-(((3-alpha,5-beta,7-beta)-3,7-Dihydroxy-24-oxocholan-24-yl) amino)ethanesulfonic acid;2-[[(4R)-4-[(3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid;Ethanesulfonic acid, 2-(((3-alpha,5-beta,7-beta)-3,7-dihydroxy-24-oxocholan-24-yl)amino)-;ZINC3914813;BDBM50236230;LMST05040015;MFCD00065451;s3654;Sodium tauroursodeoxycholate, >=95%;CCG-269687;DB08834;HY-19696;SC-19467;CS-0016289;3alpha,7beta-dihydroxy-5beta-cholanoyltaurine;A-7558;C16868;605T222;A808445;Q7688907;Taurine, N-(3-alpha,7-beta-dihydroxy-5-beta-cholan-24-oyl)-, (8CI);2-[(3alpha,7beta-dihydroxy-24-oxo-5beta-cholan-24-yl)amino]ethanesulfonic acid;2-{[(3alpha,5beta,7beta)-3,7-dihydroxy-24-oxocholan-24-yl]amino}ethane-1-sulfonic acid;2-((R)-4-((3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethanesulfonic acid;2-[[(4R)-4-[(3R,5S,7S,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3,7-bis(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid;2-[[(4R)-4-[(3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]-1-oxopentyl]amino]ethanesulfonic acid",Bile acid
46209426,https://pubchem.ncbi.nlm.nih.gov/compound/46209426,Thiazovivin,"Thiazovivin;1226056-71-8;N-benzyl-2-(pyrimidin-4-ylamino)thiazole-4-carboxamide;C15H13N5OS;N-benzyl-2-(pyrimidin-4-ylamino)-1,3-thiazole-4-carboxamide;N-Benzyl-2-(pyrimidin-4-ylamino)-thiazole-4-carboxamide;AK117147;SR-01000650935;PubChem24336;cc-22;MLS006011152;SCHEMBL669856;BIFK0055;CHEMBL3184878;CTK4B3173;KS-00000HNY;AOB2613;DTXSID00673091;HMS3654N10;EX-A1693;ABP000728;s1459;ZINC41739029;AKOS016010502;CCG-267592;CS-0468;QC-4348;NCGC00187983-01;NCGC00187983-10;4CA-1247;AC-28391;AS-16722;HY-13257;SC-45007;SMR004702926;AB0033840;AX8159850;FT-0675156;SW219580-1;X7616;W-5642;J-004834;SR-01000650935-1;SR-01000650935-2;N-Benzyl-[2-(pyrimidin-4-yl)amino]t hiazole-4-carboxamide;N-Benzyl-[2-(pyrimidin-4-yl)amino]thiazole-4-carboxamide;4-THIAZOLECARBOXAMIDE, N-(PHENYLMETHYL)-2-(4-PYRIMIDINYLAMINO)-;N-(PHENYLMETHYL)-2-(4-PYRIMIDINYLAMINO)-4-THIAZOLECARBOXAMIDE;TZV",Inhibitor of the RHO/ROCK pathway
19493,https://pubchem.ncbi.nlm.nih.gov/compound/19493,Tranylcypromine,"tranylcypromine;155-09-9;(1R,2S)-2-phenylcyclopropan-1-amine;Parnate;(1R,2S)-2-phenylcyclopropanamine;3721-26-4;Transamine;d-Tranylcypromine;l-Tranylcypromine;Cyclopropanamine, 2-phenyl-, trans-;(1r,2s)-rel-2-phenylcyclopropanamine;trans-2-Phenylcyclopropylamine;()-(R)-Tranylcypromine;95-62-5;Cyclopropanamine, 2-phenyl-, (1R,2S)-rel-;Jatrosom;trans-2-phenyl-cyclopropylamine;trans-(-)-2-Phenylcyclopropanamine;(1R,2S)-2-phenyl-cyclopropylamine;(1R,2S)-tranylcypromine;()-Tranylcypromine;(-)-Tranylcypromine;CHEMBL1179;Parnitene;AELCINSCMGFISI-DTWKUNHWSA-N;trans-2-phenylcyclopropanamine;2-Phenyl-1-aminocyclopropane, trans-;BRN 2802413;SKF Trans-385;Cyclopropylamine, 2-phenyl-, trans-(-)-;Cyclopropylamine, 2-phenyl-, (1S-trans)-;NSC 80664;Tranylcypromine [INN:BAN];Cyclopropanamine, 2-phenyl-, trans-(.�.)-;Cyclopropylamine, 2-phenyl-, trans-(.�.)-;Tranylcyprominum [INN-Latin];Tranilcipromina [INN-Spanish];CCRIS 3344;Cyclopropanamine, 2-phenyl-, trans-(+)-;HSDB 3404;Tranilcipromina;Tranylcyprominum;(1R)-1-Amino-2-phenylcyclopropane;EINECS 205-841-9;Parnate (Salt/Mix);BRN 3195803;SKF-trans-385;Cyclopropylamine, 2-phenyl-, trans-(+)-;(.�.)-Tranylcypromine;3721-28-6;trans-2-phenylcyclopropan-1-amine;Tranylcipromine;trans amine;trans-amine;(�)-trans-2-phenylcyclopropylamine;S-Tranylcypromine;(.�.)-trans-2-Phenylcyclopropamine;rel-Tranylcypromine;(.�.)-trans-2-Phenylcyclopropylamine;Prestwick0_000173;Prestwick1_000173;Prestwick2_000173;Lopac-P-8511;CBChromo1_000132;SCHEMBL34339;3-12-00-02797 (Beilstein Handbook Reference);Cyclopropanamine, 2-phenyl-, (1R-trans)- (9CI);SPBio_001986;trans-2-phenyl cyclopropylamine;(1R,2S)-trans-tranylcypromine;DTXSID2023694;(Trans)-2-phenylcyclopropanamine;[trans-2-phenylcyclopropyl]amine;CHEBI:94631;cid_2723716;CTK3G8797;CHEBI:131510;[(trans)-2-phenylcyclopropyl]amine;ZINC1482197;4694AJ;8372AH;BDBM50240772;FCH837207;PDSP2_001079;PDSP2_001080;(1R-trans)-2-phenyl-cyclopropanamine;AKOS006282586;(1R,2S)-2-phenyl-1-cyclopropanamine;FCH3609496;FCH4526577;NE64561;(1R,2S)-(-)-2-phenylcyclopropylamine;NCGC00015848-01;(tranylcypromine)2-Phenyl-cyclopropylamine;AC-15970;AK173621;LS-58822;LS-58823;(1R,2S)-rel-2-phenylcyclopropan-1-amine;Cyclopropanamine, 2-phenyl-, (1R-trans)-;CS-0008259;trans-(1R,2S)-2-Phenylcyclopropan-1-amine;EN300-197006;BRD-K47029922-003-03-4;UNII-3E3V44J4Z9 component AELCINSCMGFISI-DTWKUNHWSA-N;GJZ",Inhibitor of lysine-specific demethylase 1 (LSD1)
5546,https://pubchem.ncbi.nlm.nih.gov/compound/5546,Triamterene,,Inhibitor of the casein kinase 1 alpha
444732,https://pubchem.ncbi.nlm.nih.gov/compound/444732,Trichostatin A,"trichostatin A;58880-19-6;Trichostatin A (TSA);TSA;Trichostatin;Tricostatin A;UNII-3X2S926L3Z;Antibiotic A-300;(2E,4E,6R)-7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide;CHEBI:46024;C17H22N2O3;GNF-PF-1011;RTKIYFITIVXBLE-QEQCGCAPSA-N;3X2S926L3Z;A-300-I;2,4-Heptadienamide, 7-(4-(dimethylamino)phenyl)-N-hydroxy-4,6-dimethyl-7-oxo-;7-(4-(Dimethylamino)phenyl)-N-hydroxy-4,6-dimethyl-7-oxo-2,4-heptadienamide;[R-(E,E)]-7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-2,4-heptadienamide;Q-201864;(2E,4E,6R)-7-(4-(dimethylamino)phenyl)-N-hydroxy-4,6-dimethyl-7-oxo-2,4-heptadienamide;7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE;2,4-Heptadienamide, 7-(4-(dimethylamino)phenyl)-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-;TSN;trichostatine a;Trichlostatin A;Trichostatin(s);(2E,4E,6R)-7-(4-dimethylaminophenyl)-4,6-dimethyl-7-oxo-hepta-2,4-dienehydroxamic acid;(2E,4E,6R)-7-(4-Dimethylaminophenyl)-N-hydroxy-4,6-dimethyl-7-oxo-hepta-2,4-dienamide;Trichostatin A,TSA;Trichostatin A/TSA;(R)-Trichostatin A;NCGC_TSA;1c3r;3f0r;Trichostatin-A - TSA;A 300;SCHEMBL19886;cc-238;MLS006011095;SGCTO-002;SCHEMBL675951;GTPL7005;DTXSID6037063;CHEBI:93196;ZX-AFC000233;BCPP000035;HMS1362L09;HMS1792L09;HMS1990L09;HMS3403L09;HMS3649O20;BCP01776;EX-A1665;ABP000141;BDBM50005711;LMPK01000055;MFCD03848392;s1045;Trichostatin A from Streptomyces sp.;AKOS015899840;ZINC100014731;CCG-208142;CCG-208681;CS-0499;DB04297;SB17023;NCGC00162453-01;NCGC00162453-02;NCGC00162453-03;NCGC00162453-04;NCGC00162453-05;NCGC00162453-15;3C10;AS-74315;HY-15144;LS-74195;M984;SC-73346;SMR004702883;A8183;SW219664-1;M02571;W-5309;880T196;Q425894;SR-05000013796;SR-05000013796-3;BRD-K68202742-001-04-1;BRD-K68202742-001-05-8;Trichostatin A, >=98% (HPLC), from Streptomyces sp.;UNII-30RHG284Z4 component RTKIYFITIVXBLE-QEQCGCAPSA-N;Trichostatin A??, Vetec(TM) reagent grade, from Streptomyces sp., >=98%;(2E,4E,6R)-7-(4-(Dimethylamino)phen yl)-N-hydroxy-4,6-dimethyl-7-oxo-2,4-heptadienamid e;(6R)-N-Hydroxy-4,6-dimethyl-7-oxo-7-[4-(dimethylamino)phenyl]-2,4-heptadienamide;7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6R-dimethyl-7-oxo-2E,4E-heptadienamide;2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)- (9CI);2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, [R-(E,E)]-;2,4-Heptadienamide,7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-",Inhibitor of the histone deacetylases I and II
5591,https://pubchem.ncbi.nlm.nih.gov/compound/5591,Troglitazone,,_
5289501,https://pubchem.ncbi.nlm.nih.gov/compound/5289501,TTNPB,"TTNPB;Arotinoid acid;71441-28-6;Arotinoic acid;Ro 13-7410;CCRIS 3297;TTNPB (Arotinoid Acid);AGN 191183;AGN-191183;UNII-673M8C29UR;4-[(E)-2-(5,6,7,8-Tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl]benzoic acid;BRN 2008247;CHEMBL275311;CHEBI:75261;673M8C29UR;(E)-4-(2-(5,6,7,8-Tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propen-1-yl)benzoic acid;4-(2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl)benzoic acid;(E)-4-(2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)prop-1-en-1-yl)benzoic acid;p-((E)-2-(5,6,7,8-Tetrahydro-5,5,8,8-tetramethyl-2-naphthyl)propenyl)benzoic acid;4-[(1E)-2-(5,5,8,8-TETRAMETHYL-5,6,7,8-TETRAHYDRONAPHTHALEN-2-YL)PROP-1-ENYL]BENZOIC ACID;4-(2-(5,6,7,8-Tetrahydro-5,5,8,8-tetramethyl-2-naphthenyl)-1E-propen-1-yl)benzoic acid;4-[(1E)-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)prop-1-en-1-yl]benzoic acid;Benzoic acid, 4-(2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl)-, (E)-;Tocris-0761;SR-01000076154;Lopac-T-3757;arotinoid Ro-137410;1xap;4-[(E)-2-(5,5,8,8-tetramethyl-6,7-dihydronaphthalen-2-yl)prop-1-enyl]benzoic acid;4-[2-(5,6,7,8-TETRAHYDRO-5,5,8,8-TETRAMETHYL-2-NAPHTHENYL)-1E-PROPEN-1-YL]BENZOIC ACID;Ttnpb(arotinoid acid);Spectrum5_001943;DSSTox_CID_20743;DSSTox_GSID_40743;Lopac0_001176;BSPBio_001532;MLS002153338;SCHEMBL177444;BML2-E10;GTPL2646;DTXSID6040743;4-[2-(5,5,8,8-Tetramethyl-5,6,7,8-tetrahydro-naphthalen-2-yl)-propenyl]-benzoic acid;FOIVPCKZDPCJJY-JQIJEIRASA-N;HMS1361M14;HMS1791M14;HMS1989M14;HMS2232G03;HMS3263L13;HMS3402M14;HMS3411H15;HMS3675H15;EX-A2171;ZINC4475360;Tox21_304044;Tox21_501176;BDBM50032219;MFCD00673917;s4627;AKOS024458636;CCG-205250;CS-3253;DB02877;LP01176;Ro-137410;SDCCGSBI-0051143.P002;(e)-4-(2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl)benzoic acid;(e)-4-(2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-napthalenyl)-1-propenyl) benzoic acid;IDI1_034002;NCGC00016015-01;NCGC00016015-02;NCGC00016015-03;NCGC00016015-04;NCGC00016015-05;NCGC00016015-06;NCGC00016015-07;NCGC00016015-08;NCGC00016015-09;NCGC00016015-10;NCGC00024775-01;NCGC00024775-02;NCGC00024775-03;NCGC00024775-04;NCGC00024775-05;NCGC00024775-06;NCGC00024775-07;NCGC00024775-08;NCGC00261861-01;NCGC00357251-01;HY-15682;LS-38311;SMR001230750;CAS-71441-28-6;EU-0101176;Ro 13-7410;Arotinoid acid;AGN191183;SW219917-1;X6862;A13007;C15634;T 3757;102723-EP2272841A1;102723-EP2301936A1;102724-EP2272841A1;102724-EP2301936A1;SR-01000076154-1;SR-01000076154-3;SR-01000076154-5;BRD-K49685476-001-02-7;BRD-K49685476-001-05-0;Q27089031;(e)-4-(2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)prop-1-enyl)benzoic acid;4-(2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)prop-1-enyl)benzoic acid;p-[(E)-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthyl)propenyl]-benzoic acid;4-[(E)-2-(5,5,8,8-Tetramethyl-5,6,7,8-tetrahydro-naphthalen-2-yl)-propenyl]-benzoic acid",Agonist of a retinoic acid receptor
46224516,https://pubchem.ncbi.nlm.nih.gov/compound/46224516,UNC0638,"UNC0638;1255580-76-7;UNC-0638;UNC 0638;2-Cyclohexyl-N-(1-isopropylpiperidin-4-yl)-6-methoxy-7-(3-(pyrrolidin-1-yl)propoxy)quinazolin-4-amine;UNII-26A103L2FO;CHEMBL1231795;26A103L2FO;2-Cyclohexyl-6-methoxy-N-[1-(1-methylethyl)-4-piperidinyl]-7-[3-(1-pyrrolidinyl)propoxy]-4-quinazolinamine;2-cyclohexyl-6-methoxy-N-[1-(propan-2-yl)piperidin-4-yl]-7-[3-(pyrrolidin-1-yl)propoxy]quinazolin-4-amine;2-cyclohexyl-6-methoxy-N-(1-propan-2-ylpiperidin-4-yl)-7-(3-pyrrolidin-1-ylpropoxy)quinazolin-4-amine;2-Cyclohexyl-6-Methoxy-N-[1-(1-Methylethyl)piperidin-4-Yl]-7-(3-Pyrrolidin-1-Ylpropoxy)quinazolin-4-Amine;2-Cyclohexyl-N-(1-isopropyl-4-piperidinyl)-6-methoxy-7-[3-(1-pyrrolidinyl)propoxy]-4-quinazolinamine;cc-643;MLS006010242;GTPL7015;SCHEMBL14844528;CHEBI:95074;AOB1616;DTXSID30154787;C30H47N5O2;HMS3426M09;HMS3743O07;BCP06142;EX-A2205;4142AH;BDBM50353128;s8071;ZINC58638344;AKOS024458105;CCG-208706;CS-2035;SB19045;NCGC00189220-01;NCGC00189220-03;NCGC00189220-05;4CA-1297;AK481257;AS-74910;HY-15273;SC-82798;SMR004701318;J-509244;Q27089086;2-cyclohexyl-6-methoxy-N-(1-propan-2-ylpiperidin-4-yl)-7-(3-pyrrolidin-1-ylpropoxy)quinazolin-4-amin;4-Quinazolinamine, 2-cyclohexyl-6-methoxy-N-[1-(1-methylethyl)-4-piperidinyl]-7-[3-(1-pyrrolidinyl)propoxy]-",Inhibitor of the G9a and GLP histone methyltransferase
3121,https://pubchem.ncbi.nlm.nih.gov/compound/3121,Valproic Acid,"VALPROIC ACID;2-Propylpentanoic acid;99-66-1;2-Propylvaleric acid;Dipropylacetic acid;Depakine;Depakene;Valproate;Ergenyl;Di-n-propylacetic acid;Mylproin;Pentanoic acid, 2-propyl-;4-Heptanecarboxylic acid;n-Dipropylacetic acid;Propylvaleric acid;Myproic Acid;n-DPA;Dipropylacetate;Convulex;Depakin;Vupral;Di-n-propylessigsaure;Avugane;Baceca;Stavzor;Acido valproico;Kyselina 2-propylvalerova;Acide valproique;2-n-Propyl-n-valeric acid;Acidum valproicum;Acetic acid, dipropyl-;Abbott 44090;Valproinsaeure;Savicol;Depakine chrono;Depakin chrono;Valproic acid (USP);Acide valproique [INN-French];Acido valproico [INN-Spanish];Acidum valproicum [INN-Latin];2-PROPYL-PENTANOIC ACID;Di-n-propylessigsaure [German];Valeric acid, 2-propyl-;divalproex;Depakene (TN);Epilim;Kyselina 2-propylvalerova [Czech];2,2-di-n-propylacetic acid;Di-n-propylessigsaeure;UNII-614OI1Z5WI;NSC 93819;VPA;HSDB 3582;EINECS 202-777-3;MFCD00002672;CHEMBL109;(n-C3H7)2CHCOOH;BRN 1750447;AI3-10500;614OI1Z5WI;CHEBI:39867;NIJJYAXOARWZEE-UHFFFAOYSA-N;NSC-93819;Depakote CP;NCGC00091149-01;Convulsofin;Deproic;Alti-Valproic;Novo-Valproic;Penta-Valproic;Dom-Valproic;Med Valproic;Dipropyl Acetate;Nu-Valproic;DSSTox_CID_3733;DSSTox_RID_77171;DSSTox_GSID_23733;Valproic acid USP;PMS-Valproic Acid;2-Propylpentanoic acid, 99%;CAS-99-66-1;Depakote (TM);SMR000499581;Valproic acid [USAN:INN:BAN];2 PP (base);Valproic Acid, Sodium Salt (2:1);Valproinsyra;Novo-divalproex;Sandoz valproic;Dom-valproate;Gen-divalproex;Apo-valproic;A-44090;APO-divalproex;DOM-divalproex;Epival er;PHL-valproate;PMS-valproate;PMS-Divalproex;Erganyl; Stavzor;Dom-valproic acid;Apo-valproic syrup;PHL-valproic acid;Epiject I.V.;2-propyl-Pentanoate;Epical (TM);Epilim (Salt/Mix);Valproic acid [USAN:USP:INN:BAN];2-PropylpentanoicAcid;Depacon (Salt/Mix);Convulex (Salt/Mix);Eurekene (Salt/Mix);G2M-777;Valparin (Salt/Mix);Novo-Valproic - ECC;Spectrum_000521;Divalproex (Salt/Mix);Dom-valproic acid syrup;Ratio-Valproic - ECC;Valdisoval (Salt/Mix);ACMC-209sdq;2 -propylpentanoic acid;di-n-propyl acetic acid;S(-)-4-En-valproate;Spectrum2_000946;Spectrum3_001733;Spectrum4_000376;DOM-valproic acid E.C.;Heptane-4-carboxylic acid;PHL-valproic acid E.C.;PMS-valproic acid E.C.;Novo-valproic soft gel cap;EC 202-777-3;SCHEMBL2275;S-2-n-Propyl-4-pentenoate;(S)-2-propyl-4-pentanoate;KBioGR_000871;KBioGR_002277;KBioSS_001001;KBioSS_002278;KSC493G8T;MLS001076682;MLS001335927;MLS001335928;MLS002415770;BIDD:GT0858;DivK1c_000273;SPBio_000912;GTPL7009;DTXSID6023733;WLN: QVY3 & 3;CTK3J3389;KBio1_000273;KBio2_001001;KBio2_002277;KBio2_003569;KBio2_004845;KBio2_006137;KBio2_007413;KBio3_002626;KBio3_002757;KS-00000CCR;NIJJYAXOARWZEE-UHFFFAOYSA-;Valproic acid [USAN:BAN:INN];NINDS_000273;HMS2089J06;HMS2231E06;HMS3259C18;HMS3370C21;HMS3715B15;ACT05281;ALBB-032973;NSC93819;ZINC3008621;Tox21_111091;Tox21_201963;Tox21_300603;ANW-41052;BDBM50003616;LMFA01020291;s3944;SBB065764;STL445581;AKOS009156895;Tox21_111091_1;Valproic Acid 1.0 mg/ml in Methanol;CCG-221127;CS-1765;DB00313;LS-2068;MCULE-7136317196;NC00584;SDCCGSBI-0050864.P004;NCGC00091149-02;NCGC00091149-03;NCGC00091149-04;NCGC00091149-05;NCGC00091149-06;NCGC00091149-08;NCGC00091149-09;NCGC00162288-07;NCGC00254365-01;NCGC00259512-01;AK128830;AS-11354;HY-10585;SBI-0050864.P003;AB0009719;Depakote, Depacon,Valproic acid Sodium salt;LS-161170;791-EP2306789A1;FT-0609289;P0823;6400-EP1441224A2;6400-EP2272537A2;6400-EP2272827A1;6400-EP2275420A1;6400-EP2280008A2;6400-EP2298764A1;6400-EP2298765A1;6400-EP2308867A2;6400-EP2308870A2;6400-EP2311494A1;6400-EP2311840A1;6400-EP2314585A1;6400-EP2374790A1;A19450;C07185;D00399;AB00698315-06;Q240642;Q-200321;Sodium valproate; 2-Propylpentanoic acid sodium salt;SR-01000075242-7;F2191-0115;Z1511532065;Valproic acid, European Pharmacopoeia (EP) Reference Standard;Valproic acid, United States Pharmacopeia (USP) Reference Standard;InChI=1/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10);Valproic acid for system suitability, European Pharmacopoeia (EP) Reference Standard;Valproic acid solution, 1.0 mg/mL in methanol, ampule of 1 mL, certified reference material;Valproic acid, Pharmaceutical Secondary Standard; Certified Reference Material",Inhibitor of histone deacetylase
